,ds,y
587,2021-01-08,7370.394182199999
588,2021-01-09,6776.5713141
589,2021-01-10,6849.1263528
590,2021-01-11,8917.002708200003
591,2021-01-12,6147.607748200002
592,2021-01-13,5251.266664299999
593,2021-01-14,3822.7317814000007
594,2021-01-15,6476.551159800001
595,2021-01-16,5165.160462300001
596,2021-01-17,5333.877904200001
597,2021-01-18,6204.3693763
598,2021-01-19,4372.3503859
599,2021-01-20,5297.3589119
600,2021-01-21,6671.373640499999
601,2021-01-22,5962.6488338
602,2021-01-23,4183.036044100002
603,2021-01-24,6129.125190600001
604,2021-01-25,5543.275965999997
605,2021-01-26,7900.763949200001
606,2021-01-27,5978.049406100002
607,2021-01-28,9052.661623499996
608,2021-01-29,6222.595345700001
609,2021-01-30,5605.8666636000025
610,2021-01-31,6800.914725200001
611,2021-02-01,7378.597515100004
612,2021-02-02,7541.579841100001
613,2021-02-03,7578.452321800002
614,2021-02-04,6427.765888300001
615,2021-02-05,8606.479065500002
616,2021-02-06,9381.989142999999
617,2021-02-07,8592.222476000004
618,2021-02-08,4977.6092997999995
619,2021-02-09,9246.942243800002
620,2021-02-10,7118.361624500003
621,2021-02-11,6820.8100743
622,2021-02-12,5615.830230000001
623,2021-02-13,5743.770152000001
624,2021-02-14,4655.5197653
625,2021-02-15,5490.230617399999
626,2021-02-16,6944.328678700001
627,2021-02-17,6802.099608100003
628,2021-02-18,6591.389143600001
629,2021-02-19,8675.189143300004
630,2021-02-20,10741.786041199999
631,2021-02-21,14089.887977699991
632,2021-02-22,10221.540692699997
633,2021-02-23,9730.893793800002
634,2021-02-24,11411.750381600004
635,2021-02-25,10124.8965062
636,2021-02-26,11070.218211899999
637,2021-02-27,8949.262011400004
638,2021-02-28,14086.488752899995
639,2021-03-01,15240.75813219999
640,2021-03-02,19857.00619260001
641,2021-03-03,22216.8011531
642,2021-03-04,15078.291854400004
643,2021-03-05,11221.378289300004
644,2021-03-06,12765.038366
645,2021-03-07,14852.617822300006
646,2021-03-08,15589.146504199993
647,2021-03-09,14542.284489700001
648,2021-03-10,15923.377512399997
649,2021-03-11,15214.269373299996
650,2021-03-12,13633.820469799997
651,2021-03-13,13998.270148199996
652,2021-03-14,16698.891077199987
653,2021-03-15,18105.947293999994
654,2021-03-16,17807.836812499998
655,2021-03-17,14729.676736899995
656,2021-03-18,12992.24495489999
657,2021-03-19,9716.0612357
658,2021-03-20,10785.059296999996
659,2021-03-21,16281.05053
660,2021-03-22,11766.11346
661,2021-03-23,9154.368599599997
662,2021-03-24,12267.683076200006
663,2021-03-25,12698.893792300001
664,2021-03-26,11939.105807599995
